 , SIZE, TRAVELS, WAITS, CP, CD
 , 5, 11348, 2, 26, 0
 , 2, 1877, 4, 16, 0
 , 1, 1678, 7, 0, 0
 , 5, 10491, 0, 26, 0
 , 5, 9809, 2, 28, 0
 , 5, 12329, 2, 22, 0
 , 1, 1736, 7, 0, 0
 , 1, 1516, 9, 0, 0
 , 4, 3782, 3, 16, 0
 , 3, 2321, 7, 16, 0
 , 1, 1755, 8, 0, 0
 , 1, 1586, 11, 0, 0
 , 4, 3398, 5, 30, 0
 , 4, 3934, 2, 18, 0
 , 1, 1540, 21, 0, 0
 , 2, 1762, 13, 14, 0
 , 5, 10413, 2, 18, 0
 , 4, 3996, 8, 24, 0
 , 5, 11182, 3, 22, 0
 , 2, 1998, 9, 18, 0
 , 2, 1935, 8, 12, 0
 , 3, 2663, 11, 14, 0
 , 1, 1583, 29, 0, 0
 , 2, 1906, 12, 18, 0
 , 2, 1728, 17, 14, 0
 , 3, 2347, 15, 20, 0
 , 2, 1849, 19, 18, 0
 , 4, 3644, 7, 24, 0
 , 2, 1872, 16, 12, 0

RUN 9
 , 3, 2894, 0, 20, 0
 , 2, 1988, 0, 14, 0
 , 2, 1754, 1, 20, 0
 , 1, 1965, 0, 0, 0
 , 5, 10873, 0, 22, 0
 , 2, 2116, 0, 16, 0
 , 3, 2547, 1, 24, 0
 , 3, 2307, 5, 30, 0
 , 1, 1990, 2, 0, 0
 , 5, 11221, 1, 22, 0
 , 5, 10120, 0, 26, 0
 , 1, 1659, 0, 0, 0
 , 4, 4837, 0, 18, 0
 , 2, 2027, 2, 14, 0
 , 5, 10138, 0, 22, 0
 , 1, 2044, 3, 0, 0
 , 1, 1748, 2, 0, 0
 , 1, 1807, 3, 0, 0
 , 5, 10348, 0, 30, 0
 , 1, 1913, 7, 0, 0
 , 2, 2018, 4, 12, 0
 , 4, 4467, 3, 22, 0
 , 2, 1965, 2, 14, 0
 , 1, 1910, 4, 0, 0
 , 3, 2976, 7, 18, 0
 , 2, 2255, 5, 8, 0
 , 2, 2292, 3, 16, 0
 , 2, 2121, 10, 14, 0
 , 2, 2143, 6, 8, 0
 , 2, 2106, 0, 14, 0
 , 4, 4588, 6, 16, 0
 , 4, 3893, 9, 26, 0
 , 4, 4487, 3, 20, 0
 , 2, 2300, 15, 8, 0
 , 4, 3740, 6, 26, 0
 , 2, 2180, 8, 14, 0
 , 4, 4096, 1, 24, 0
 , 5, 10989, 1, 20, 0
 , 2, 2108, 3, 12, 0
 , 1, 1609, 18, 0, 0
 , 3, 3086, 5, 14, 0
 , 1, 1771, 17, 0, 0
 , 1, 1817, 14, 0, 0
 , 2, 2102, 13, 14, 0
 , 5, 11707, 4, 24, 0
 , 3, 2993, 15, 16, 0
 , 1, 1998, 13, 0, 0
 , 3, 2742, 20, 26, 0
 , 3, 3021, 10, 12, 0
 , 1, 1757, 30, 0, 0
 , 2, 2348, 28, 16, 0
 , 3, 2878, 25, 18, 0
 , 2, 2032, 36, 12, 0
 , 1, 2053, 28, 0, 0
 , 2, 2168, 24, 16, 0
 , 4, 4492, 6, 18, 0
 , 3, 2534, 30, 24, 0
 , 1, 1888, 40, 0, 0
 , 4, 5199, 28, 16, 0
 , 2, 2299, 32, 14, 0
 , 1, 1895, 33, 0, 0
 , 5, 10048, 31, 24, 0
 , 4, 4552, 26, 26, 0
 , 5, 10569, 5, 34, 0
 , 3, 3110, 32, 20, 0
 , 4, 4672, 10, 16, 0
 , 2, 2198, 41, 14, 0
 , 1, 1856, 65, 0, 0
 , 2, 1930, 74, 18, 0
 , 5, 11238, 11, 14, 0
 , 1, 1768, 105, 0, 0
 , 1, 1903, 119, 0, 0
 , 3, 2612, 75, 24, 0
 , 5, 10851, 14, 22, 0
 , 4, 4444, 109, 26, 0
 , 5, 10249, 3, 16, 0
 , 4, 4513, 46, 16, 0
 , 2, 1900, 45, 14, 0
 , 3, 2669, 80, 22, 0
 , 3, 2687, 89, 18, 0
 , 2, 2055, 109, 8, 0
 , 5, 10884, 1, 30, 0
 , 5, 11547, 1, 18, 0
 , 4, 4463, 69, 24, 0
 , 4, 4435, 111, 24, 0
 , 4, 4915, 52, 12, 0
 , 3, 2707, 138, 20, 0
 , 3, 2656, 95, 26, 0
 , 5, 10633, 10, 20, 0
 , 1, 1834, 245, 0, 0
 , 4, 4286, 88, 24, 0
 , 3, 2908, 145, 20, 0
 , 4, 4720, 119, 26, 0
 , 5, 11144, 5, 22, 0
 , 3, 2819, 131, 26, 0
 , 4, 4363, 34, 18, 0
 , 2, 2194, 254, 16, 0
 , 3, 2551, 210, 22, 0
 , 5, 9627, 6, 32, 0
 , 4, 4705, 65, 18, 0

RUN 10
 , 1, 2164, 0, 0, 0
 , 4, 4857, 0, 22, 0
 , 2, 2535, 3, 10, 0
 , 1, 2183, 0, 0, 0
 , 1, 2286, 1, 0, 0
 , 2, 2612, 0, 14, 0
 , 4, 5709, 0, 16, 0
 , 3, 3156, 3, 24, 0
 , 4, 4790, 3, 20, 0
 , 2, 2717, 4, 10, 0
 , 4, 5565, 1, 18, 0
 , 5, 17217, 0, 20, 0
 , 3, 3533, 3, 18, 0
 , 3, 3424, 5, 16, 0
 , 3, 3475, 0, 20, 0
 , 2, 2398, 2, 12, 0
 , 1, 2115, 6, 0, 0
 , 4, 5016, 2, 20, 0
 , 5, 15296, 3, 24, 0
 , 3, 3404, 5, 16, 0
 , 4, 5965, 6, 14, 0
 , 2, 2450, 12, 20, 0
 , 4, 5244, 3, 20, 0
 , 1, 2602, 13, 0, 0
 , 4, 4939, 3, 20, 0
 , 1, 2177, 3, 0, 0
 , 3, 3627, 8, 14, 0
 , 1, 2114, 5, 0, 0
 , 3, 3207, 10, 22, 0
 , 3, 3727, 9, 14, 0
 , 3, 3310, 13, 20, 0
 , 4, 4769, 8, 18, 0
 , 1, 2364, 6, 0, 0
 , 5, 15520, 2, 12, 0
 , 1, 2221, 13, 0, 0
 , 5, 16859, 5, 22, 0
 , 5, 15392, 5, 30, 0
 , 3, 3268, 8, 20, 0
 , 2, 2300, 23, 16, 0
 , 3, 3291, 8, 20, 0
 , 4, 4646, 6, 24, 0
 , 3, 3497, 11, 22, 0
 , 2, 2390, 14, 12, 0
 , 2, 2516, 16, 16, 0
 , 4, 4847, 7, 22, 0
 , 5, 15720, 11, 30, 0
 , 5, 16924, 11, 22, 0
 , 5, 15200, 3, 24, 0
 , 2, 2741, 19, 14, 0
 , 3, 3655, 16, 14, 0
 , 5, 16155, 1, 20, 0
 , 1, 2255, 33, 0, 0
 , 3, 3652, 8, 16, 0
 , 4, 5236, 13, 14, 0
 , 5, 15650, 2, 20, 0
 , 5, 16357, 1, 20, 0
 , 4, 5217, 7, 26, 0
 , 5, 14214, 0, 18, 0
 , 5, 16027, 10, 22, 0
 , 1, 2333, 29, 0, 0
 , 5, 14783, 0, 22, 0
 , 2, 2428, 15, 12, 0
 , 3, 2945, 22, 28, 0
 , 4, 5564, 16, 22, 0
 , 1, 2013, 29, 0, 0
 , 2, 2616, 25, 14, 0
 , 4, 5421, 18, 24, 0
 , 5, 14539, 3, 26, 0
 , 5, 15158, 5, 16, 0
 , 4, 5049, 9, 22, 0
 , 4, 5458, 19, 18, 0
 , 1, 2279, 29, 0, 0
 , 2, 2128, 45, 20, 0
 , 1, 2115, 44, 0, 0
 , 5, 12148, 12, 32, 0
 , 2, 2659, 22, 10, 0
 , 4, 5184, 7, 18, 0
 , 1, 2149, 33, 0, 0
 , 3, 3395, 31, 24, 0
 , 1, 2347, 45, 0, 0
 , 1, 2319, 31, 0, 0
 , 3, 3083, 58, 16, 0
 , 2, 1967, 72, 24, 0
 , 4, 5148, 39, 22, 0
 , 4, 5127, 20, 20, 0
 , 4, 5097, 19, 22, 0
 , 4, 5647, 48, 18, 0
 , 4, 5054, 42, 24, 0
 , 5, 14018, 20, 20, 0
 , 3, 3470, 31, 14, 0
 , 1, 2181, 90, 0, 0
 , 3, 3624, 64, 16, 0
 , 5, 14240, 20, 28, 0
 , 4, 4947, 26, 24, 0
 , 2, 2281, 116, 18, 0
 , 1, 2244, 92, 0, 0
 , 3, 3207, 64, 14, 0
 , 5, 15721, 3, 22, 0
 , 3, 2794, 53, 20, 0
 , 2, 2321, 123, 14, 0
